bookId,title,author,isbn
34845079,Hush,Nicole Lyons,9780997962277
10141721,Jurassic Park / The Lost World,Michael Crichton,9780307291844
15803746,Three Sisters,Susan Mallery,9780778314349
1831100,The Mayflower and the Pilgrims' New World,Nathaniel Philbrick,9780399247958
29393876,Phenicia,Alexandre Najjar,9782259203845
16059057,No Such Thing as Immortality,Sarah Tranter,9781906931803
1999660,Cosmic,Frank Cottrell Boyce,9781405054645
64397,A Stainless Steel Rat is Born,Harry Harrison,9780553279429
2041234,Remember Me,Cheryl Lanham,9780425151945
46614,The Distant Echo,Val McDermid,9780312994839
6728378,Shadowed Love,Martine Jardin,9781554871414
88363,White Lines,Tracy Brown,9780312336486
238137,Purity in Death,J.D. Robb,9780749934415
164952,Dreaming War: Blood for Oil and the Cheney-Bush Junta,"Gore Vidal, Marc Cooper",9781560255024
9554790,The Other Life,Susanne Winnacker,9781409536086
18008075,The Dancing Master,Julie Klassen,9780764210709
18888925,I Am Not A Loser,Jim Smith,9781405260312
1103211,House of Echoes,Barbara Erskine,9780006479277
577542,Rikki-Tikki-Tavi,"Rudyard Kipling, Jerry Pinkney",9780688143206
3513856,Holly,Albert French,9780749396633
16069471,"The Wind, the Mountain and the Sage",William S. Peters Sr.,9780615628578
7442,The Electric Kool-Aid Acid Test,Tom Wolfe,9780553380644
458003,The Pride of Jared MacKade,Nora Roberts,9780373240005
233292,"I, Rigoberta Menchú: An Indian Woman in Guatemala","Rigoberta Menchu, Elizabeth Burgos, Ann Wright",9780860917885
5980748,Edge Of Hunger,Rhyannon Byrd,9780373773671
2662169,Tender Morsels,Margo Lanagan,9780375848117
4399967,Runaway,Dandi Daley Mackall,9781414312682
3546298,The Rook,Steven James,9780800732691
908971,Tuesday's Child,Louise Bagshawe,9780755304288
5589775,A Bride in the Bargain,Deeanne Gist,9780764204074
8560132,The World According to Humphrey,Betty G. Birney,9781615551750
900426,Dialogue with Death: A Journey Through Consciousness,Eknath Easwaran,9780915132720
22392,"New X-Men, Volume 7: Here Comes Tomorrow","Grant Morrison, Marc Silvestri",9780785113454
13331531,"Writer's Retreat: New York City Edition: Cafes, Restaurants & Coffee Shops for Writers, Bloggers & Students",Juliet C. Obodo,9780578102177
2820533,Deadly Little Secret,Laurie Faria Stolarz,9781423111443
35247769,"Always and Forever, Lara Jean",Jenny Han,9781481430487
1568491,The Ultimates 2: Ultimate Collection,"Mark Millar, Bryan Hitch, Paul Neary, Steve Dillon",9780785121381
15745753,Eleanor & Park,Rainbow Rowell,9781250012579
40666881,Birdie,Eileen Spinelli,9780802855138
1335611,Tree and Leaf,J.R.R. Tolkien,9780048240149
13497505,Love Does: Discover a Secretly Incredible Life in an Ordinary World,Bob Goff,9781400203758
4923959,Life in the Fast-Food Lane,Brian Basset,9780836218732
989097,Discworld Companion,"Terry Pratchett, Stephen Briggs",9780575600300
36253,The Winthrop Woman,"Anya Seton, Philippa Gregory",9781556526442
3246724,The Kitten Sitters (Mickey Mouse: Little Golden Book),Walt Disney Company,9780307020383
202881,The Road to Lichfield,Penelope Lively,9780802136251
13532244,"American Vampire, Vol. 4","Scott Snyder, Rafael Albuquerque, Jordi Bernet",9781401237189
108845,In Trouble Again: A Journey Between the Orinoco and the Amazon,Redmond O'Hanlon,9780679727149
54215,Mara and Dann,Doris Lessing,9780060930561
18079501,"A Mad, Wicked Folly",Sharon Biggs Waller,9780670014682
17404760,One Step Too Far,Tina Seskis,9780957544321
22884757,The Harem,Thomas Sweeney,9780986227202
3126081,The Way to Sattin Shore,Philippa Pearce,9780192792402
5157,Black and Blue,Anna Quindlen,9780385333139
3222979,Drood,Dan Simmons,9780316007023
23960,Glue,Irvine Welsh,9780099436928
2794955,All I Want for Christmas is a Vampire,Kerrelyn Sparks,9780061118463
15832231,All in Good Time,Maureen Lang,9781414364476
17900221,"Wrong Place, Wrong Time",Tilia Klebenov Jacobs,9780615805597
498389,The Devil's Star,Jo Nesbø,9780099478539
2968555,Horse Trade,Bonnie Bryant,9780553481549
1104776,Promethea: Book One,"Alan Moore, J.H. Williams III, Mick Gray",9781563896552
258721,The Lady of the Sorrows,Cecilia Dart-Thornton,9780330489560
17333322,Miss Peregrine's Home for Peculiar Children: The Graphic Novel,"Ransom Riggs, Cassandra Jean",9780316245289
4994116,While I'm Falling,Laura Moriarty,9781401302726
33986447,Insignificant Events in the Life of a Cactus,Dusti Bowling,9781454923459
2741718,Killing Sacred Cows: Overcoming the Financial Myths That Are Destroying Your Prosperity,Garrett B. Gunderson,9781929774517
682150,The Return of Rafe MacKade,Nora Roberts,9780373076314
5643846,Abiku,Debo Kotun,9780966877274
2801573,The New Prophecy Box Set,Erin Hunter,9780061448980
23215471,Royal Wedding,Meg Cabot,9780062379085
715277,Darkness Weaves,Karl Edward Wagner,9780446895989
13422435,Miss Hickory,Carolyn Sherwin Bailey,9780140309560
69435,"The Devil in the Kitchen: Sex, Pain, Madness and the Making of a Great Chef","Marco Pierre White, James Steen",9781596913615
13552219,A Cold Winter,"Roger Rheinheimer, Crystal Linn",9781622080076
1254023,The Lion Who Saw Himself in the Water,Idries Shah,9781883536251
11499,The Promise,Chaim Potok,9781400095414
16033906,Fever,Maya Banks,9780425267066
17828703,After Auschwitz,Eva Schloss,9781444760682
10372490,Woke Up in a Strange Place,Eric Arvin,9781615817962
9677666,The Raven,Patrick Carman,9780545249959
885498,The Tale of Mrs. Tittlemouse,Beatrix Potter,9780723247807
1374311,The Elements of Effort: Reflections on the Art and Science of Running,John Jerome,9780671023706
768950,The Restorer,Sharon Hinck,9781600061318
13450398,Pretty Girl-13,Liz Coley,9780062127372
23202,The Last American Man,Elizabeth Gilbert,9780142002834
1405527,The Parker Grey Show,Kristen Buckley,9780425191095
42983724,Drive Your Plow Over the Bones of the Dead,"Olga Tokarczuk, Antonia Lloyd-Jones",9780525541332
30186,Divine By Choice,P.C. Cast,9780373802517
1210754,"Sun and Moon, Ice and Snow",Jessica Day George,9781599901091
534289,The I Ching or Book of Changes,"Anonymous, Richard Wilhelm, Cary F. Baynes, C.G. Jung",9780691097503
10823507,Serpent's Kiss,Thea Harrison,9780425244401
1178730,The Sea House,Esther Freud,9780141011073
15982604,Doomsday Diaries II: New World Order,Aaron B. Powell,9781479170852
15860080,Looking for Alaska / An Abundance of Katherines / Paper Towns / The Fault in Our Stars,John Green,9780525426097
606928,The Case of the Missing Marquess,Nancy Springer,9780399243042
36549981,Going Gone,Abraham Lopez,9781370113293
26053,Public Secrets,Nora Roberts,9780553589474
7944987,Sunset Park,Paul Auster,9780805092868
6589111,The Unwritten Rule,Elizabeth Scott,9781416978916
194758,The Intern Blues: The Timeless Classic About the Making of a Doctor,Robert Marion,9780060937096
7343071,Florence & Giles,John Harding,9780007315031
13548792,Mother Was a Tragic Girl,Sandra Simonds,9781880834961
9376703,Altar of Bones,Philip Carter,9781439199084
10421530,Kiss of Frost,Jennifer Estep,9780758266941
186103,Peeps,Scott Westerfeld,9781595140838
33926,The Girls' Guide to Hunting and Fishing,Melissa Bank,9780143035473
39664,Rita Hayworth and Shawshank Redemption,Stephen King,9780896214408
23438288,Flawed,Cecelia Ahern,9781250074119
311006,Iron Scouts of the Confederacy,"Lee McGiffin, Michael McHugh",9781930092198
833462,Guards! Guards!: The Graphic Novel,"Stephen Briggs, Graham Higgins, Terry Pratchett",9780575070714
1076753,Bliss,"O.Z. Livaneli, Zulfu Livaneli",9780312360542
1178715,Storm on the Sun,Joseph F. Goodavage,9780451086228
194161,In the Image,Dara Horn,9780393325263
64394,The Stainless Steel Rat,Harry Harrison,9781857984989
588020,The Man Who Came to Dinner,"Moss Hart, George S. Kaufman",9780822207252
1797057,"The Lion, the Witch and the Wardrobe / The Magician's Nephew",C.S. Lewis,9780007658398
333657,The Storm,Aleksandr Ostrovsky,9781406938555
13553426,The Story of Mimi and Simi,Yaffa Ganz,9780873063852
2853530,The Firstborn Advantage: Making Your Birth Order Work for You,Kevin Leman,9780800719111
27252,Pope Joan,Donna Woolfolk Cross,9780345416261
1098336,"Junjo Romantica, Volume 01",Shungiku Nakamura,9781598167191
1093095,Echo Park,Michael Connelly,9780446616461
145009,The Sociology of Religion,"Max Weber, Ephraim Fischoff, Ann Swidler, Talcott Parsons",9780807042052
1160588,The Spirit Cabinet,Paul Quarrington,9780802138071
255928,Letter Perfect,Cathy Marie Hake,9780764201653
94072,Geography Club,Brent Hartinger,9780060012236
5204219,Shadow of Cain: A Novel,"Vincent Bugliosi, Ken Hurwitz",9780393335125
13586891,The Dogs of Winter,Bobbie Pyron,9780545399302
298137,Mao's Last Dancer,Li Cunxin,9780425201336
11040554,The Gathering Dark,Christine Johnson,9781442439030
28919058,Autoboyography,Christina Lauren,9781481481687
18775356,Wayfaring Stranger,James Lee Burke,9781476710792
23732637,Letters to the Lost,Iona Grey,9781250066770
17853106,The Annabran Rosary,Barbara,9781484070925
760306,The Blackstone Chronicles: The Serial Thriller Complete in One Volume,John Saul,9780449001929
73809,Gadiantons and the Silver Sword,Chris Heimerdinger,9781577346128
518982,Prayers for Bobby: A Mother's Coming to Terms with the Suicide of Her Gay Son,Leroy Aarons,9780062511232
11266086,Catherine,April Lindner,9780316196925
71866,While I Live,John Marsden,9780439783187
700157,Japanese Mythology A to Z,Jeremy Roberts,9780816048717
1705697,Wastelands: Stories of the Apocalypse,"John Joseph Adams, Cory Doctorow, George R.R. Martin, Carol Emshwiller, Jonathan Lethem, Octavia E. Butler, Stephen King, Gene Wolfe",9781597801058
101914,Red is for Remembrance,Laurie Faria Stolarz,9780738707600
902792,The World's Wife,Carol Ann Duffy,9780571199952
11782,Missing Mom,Joyce Carol Oates,9780060816223
5597902,Complexity: A Guided Tour,Melanie Mitchell,9780195124415
10844125,The Christmas Wedding,"James Patterson, Richard DiLallo",9780316097390
75641,Last Shot: A Final Four Mystery,John Feinstein,9780553494600
7935274,You Are Next,Katia Lief,9780061809026
12505,The Idiot,"Fyodor Dostoyevsky, Anna Brailovsky, Eva M. Martin, Constance Garnett, Martin Geeson, Joseph Frank",9780679642428
15864513,Ashes and Ice,Rochelle Maya Callen,9780988204218
1120128,I of the Vortex: From Neurons to Self,Rodolfo R. Llinas,9780262122337
94064,Rainbow Boys,Alex Sanchez,9780689857706
21876976,The Tattooed Wolf,K. Bannerman,9780957679047
25992,Kinfolk,Pearl S. Buck,9781559211567
318117,The Great Code: The Bible and Literature,Northrop Frye,9780156027809
15449,Vale of the Vole,Piers Anthony,9780812574968
122947,Return of the Guardian-King,Karen Hancock,9780764227974
21121,She Came to Stay,Simone de Beauvoir,9780006540809
780845,"Black Cat, Volume 01",Kentaro Yabuki,9781421506050
3112450,God's Ear: A Play,Jenny Schwartz,9780865479906
126184,A Path Through Suffering: Discovering the Relationship Between God's Mercy and Our Pain,Elisabeth Elliot,9780830734696
129311,Elegy for a Lost Star,Elizabeth Haydon,9780812541922
312081,Knight's Castle,"Edward Eager, N.M. Bodecker",9780152020736
1103876,I Dare,"Sharon Lee, Steve Miller",9781892065032
6588,The Big Bad Wolf,James Patterson,9780446610223
96200,"At Swim, Two Boys",Jamie O'Neill,9780743222952
7124925,The Forgotten Warrior,Erin Hunter,9780061555220
581811,Valley of the Dolls,Jacqueline Susann,9780802135193
1211405,Hazel Green,Odo Hirsch,9781582349404
32639,Sacrament,Clive Barker,9780006482642
687688,Gump and Co.,Winston Groom,9780671522643
541733,The Most Reluctant Convert: C.S. Lewis's Journey to Faith,David C. Downing,9780830823116
37534577,"Check, Please! Book 1: # Hockey",Ngozi Ukazu,9781250177957
6432106,Days of Gold,Jude Deveraux,9781439107942
12889416,A Pleasure to Burn: Fahrenheit 451 Stories,Ray Bradbury,9781455125043
318057,"Michelangelo, the Sistine Chapel",Stefano Zuffi,9780789310323
15981894,Devoured,Emily Snow,9781300160304
6100340,Man Of Fortune,Rochelle Alers,9780373830503
21348,Aesop's Fables,"Aesop, Laura Harris, Laura Gibbs",9780192840509
23492927,Onward: Engaging the Culture without Losing the Gospel,Russell D. Moore,9781433686177
17494,Five Have a Mystery to Solve,Enid Blyton,9780340796344
1069174,The Battle of the Books,Jonathan Swift,9781419153709
23657454,Awkward,Svetlana Chmakova,9780316381307
9301,Rachel's Holiday,Marian Keyes,9780060090388
21529133,"Castle Stories (Poetry, #3)",Vanessa M. Chattman,9781497404496
114137,Dangerous: Risky Business / Storm Warning / The Welcoming,Nora Roberts,9780373285297
3431100,Wizard at Large,Jim Butcher,9780739476581
53702020,Mattie Boombalatty,Wayne Gerard Trotman,9781916184831
819789,Demon,Tosca Lee,9781600061233
2588447,"Jimmy Carter, American Moralist",Kenneth E. Morris,9780820318622
183683,The Secret Teachings of All Ages,Manly P. Hall,9781585422500
21479290,The Hanging Tree,Ben Aaronovitch,9780575132559
16054252,The Girl,Lola St. Vil,9781479390717
7878933,The Rescue,Sophie McKenzie,9781847385277
592073,The Iron Sceptre,John White,9780877845898
877752,"Fruits Basket, Vol. 7","Natsuki Takaya, Alethea Nibley, Athena Nibley",9781595324023
7512,The Beach House,Mary Alice Monroe,9780778322948
11265560,"The Mysterious Benedict Society: Mr. Benedict's Book of Perplexing Puzzles, Elusive Enigmas, and Curious Conundrums","Trenton Lee Stewart, Diana Sudyka",9780316181938
16117368,The Saint,Tiffany Reisz,9780778316145
203968,The Social Animal,Elliot Aronson,9780716757153
6335026,The Weight of Silence,Heather Gudenkauf,9780778327400
45880884,Weapon,Lynette Noni,9780648571599
19532388,Letters From Your Soul,Victor Noble,9780992382001
471083,Incompetence,Rob Grant,9780575074491
6871,Black Dogs,Ian McEwan,9780385494328
1215920,Survivor,J.F. Gonzalez,9780843955675
259866,The Immortals,Tracy Hickman,9780451454041
9401603,101 Things to Do to Become a Superhero-- Or Evil Genius. Written by Helen Szirtes and Richard Horne,"Helen Szirtes, Richard Horne",9781408802571
363423,The Andalite Chronicles,"K.A. Applegate, Katherine Applegate",9780590109710
20650898,The Dirt Diary,Anna Staniszewski,9781402286377
357936,Eleven,Lauren Myracle,9780142403464
4071569,A Silent Ocean Away: Colette's Dominion,DeVa Gantt,9780061578236
226153,Augustine's Invention of the Inner Self: The Legacy of a Christian Platonist,Phillip Cary,9780195158618
619891,Barbarian,Lynne Ewing,9780786818112
23287193,Born Survivors,Wendy Holden,9780062370259
21532198,"Avatar: The Last Airbender: The Rift, Part 3","Gene Luen Yang, Gurihiru",9781616552978
23218,Missing You,Meg Cabot,9780060874308
22822928,The Wood's Edge,Lori Benton,9781601427328
35068705,The Poppy War,R.F. Kuang,9780062662590
590327,The Shamer's Daughter,Lene Kaaberbøl,9780805081114
17455817,Every Last Breath,Jennifer L. Armentrout,9780373211142
7969396,Pedigree,"Georges Simenon, Robert Baldick, Luc Sante",9781590173510
13302279,Reckoning,Laury Falter,9780985511050
1014568,The Death of Captain Marvel,"Jim Starlin, Chris Claremont, James Shooter, Jim Shooter, David Michelinie, John Byrne, Bill Mantlo, Bob Layton",9780785100409
321578,Pobby and Dingan,Ben Rice,9780375411274
260811,God Is Love: Deus Caritas Est,Benedict XVI,9781574557589
7826101,The Healer's Apprentice,Melanie Dickerson,9780310721437
6294553,Deep Kiss of Winter,"Kresley Cole, Gena Showalter",9781439159668
842130,Letters from Rifka,Karen Hesse,9780140363913
6850757,Pornography: The Other Side,F.M. Christensen,9780313360572
202372,The Boys of My Youth,Jo Ann Beard,9780316085250
16002136,"Hawkeye, Volume 1: My Life as a Weapon","Matt Fraction, David Aja, Javier Pulido, Matt Hollingsworth, Annie Wu, Chris Eliopoulos, Alan Davis, Francesco Francavilla",9780785165620
551454,Tales of Hoffmann,"E.T.A. Hoffmann, Stella Humphries, Vernon Humphries, R.J. Hollingdale",9780140443929
13236987,The Universe Inside You: The Extreme Science of the Human Body From Quantum Theory to the Mysteries of the Brain,Brian Clegg,9781848313538
126487,Destroyer,C.J. Cherryh,9780756403331
38395454,Time's Convert,Deborah Harkness,9780399564512
535754,Reforming a Rake,Suzanne Enoch,9780380809165
23629814,Who Was Gandhi?,"Dana Meachen Rau, Jerry Hoare, Nancy Harrison",9780448482354
17131864,"Invincible: Ultimate Collection, Vol. 8","Robert Kirkman, Ryan Ottley, Cliff Rathburn, Cory Walker",9781607066804
10535458,Glitch,Heather Anastasiu,9781250002990
9326998,Cloudy with a Chance of Boys,Megan McDonald,9780763646158
3680404,Mistress of Redemption,Joey W. Hill,9781419906824
17140887,Paige Torn,Erynn Mangum,9781612912981
413326,Haruko: Love Poems,"June Jordan, Sara Miles, Adrienne Rich",9781852423230
6182702,Stone's Fall,Iain Pears,9780385522847
531042,Finn Mac Cool,Morgan Llywelyn,9780812524017
18599909,I Didn't Come Here to Make Friends: Confessions of a Reality Show Villain,"Courtney Robertson, Deb Baer",9780062326706
525304,Star Maker,Olaf Stapledon,9781857988079
1036345,The Starfollowers of Coramonde,Brian Daley,9780345274953
5113,Franny and Zooey,J.D. Salinger,9780316769020
11857408,Fifty Shades Darker,E.L. James,9781612130583
35921536,The Defiant Heir,Melissa Caruso,9780356510620
1360626,Naked,Mike Leigh,9780571202645
19337,The Tale of the Flopsy Bunnies,Beatrix Potter,9780723247791
209666,The Journey Home: Some Words in Defense of the American West,"Edward Abbey, Jim Stiles",9780452265622
15843041,The Icarus Deception: How High Will You Fly?,Seth Godin,9781591846079
18802858,Catbug: If I Had Some Hoverpants,"Jason James Johnson, Alyssa Smith",9781627260428
4886534,Dialogues Concerning Natural Religion and The Natural History of Religion,"David Hume, John Charles Addison Gaskin",9780199538324
130346,Wuthering Heights by Emily Brontë,Hilda D. Spear,9780333372869
13258,What Was She Thinking? [Notes on a Scandal],Zoe Heller,9780312421991
2056879,Dark Power Collection: The Society/The Deceived/The Spell,Bill Myers,9780310715344
1102322,The Stone Angel,"Margaret Laurence, Adele Wiseman",9780771099892
110382,Splendid,Julia Quinn,9780380780747
77433,The Surgeon's Mate,Patrick O'Brian,9780393308204
30117284,Carve the Mark,Veronica Roth,9780062348630
84370,The Last Battle: The Classic History of the Battle for Berlin,Cornelius Ryan,9780684803296
119835,Angel-Seeker,Sharon Shinn,9780441012602
215758,Shake Hands with the Devil: The Failure of Humanity in Rwanda,"Romeo Dallaire, Samantha Power",9780786715107
848780,Demon Lover,Dion Fortune,9780877284994
7103829,The Glass Swallow,Julia Golding,9780192727626
20735648,Helen's Babies,John Habberton,9781406515534
271258,"Bleach, Volume 08",Tite Kubo,9781591168720
701488,Falling,Elizabeth Jane Howard,9780330368896
1122607,The Norton Book of Women's Lives,"Phyllis Rose, Maya Angelou, Maxine Hong Kingston, Anne Frank, Virginia Woolf, Emma Mashinini, Onnie Lee Logan, Sara Suleri",9780393312904
5161,The Deep End of the Ocean,Jacquelyn Mitchard,9780140286274
48658183,Figure It Out,Wayne Koestenbaum,9781593765958
39703569,I'll Be There for You: The One about Friends,Kelsey Miller,9781335928283
16316508,The Hunted,Virginia McKevitt,9781301745425
589469,Is He or Isn't He?,John Hall,9780060787479
15758076,Black Magic,Megan Derr,9781620040379
17931653,In Liam's Wake: The Makeshift Soldier,Ashlyn Forge,9780989506014
9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,9780307237699
244775,War Against the Animals,Paul Russell,9780312335397
15560,Ilse Witch,Terry Brooks,9780345396556
36686103,Super Sons of Tomorrow,"Peter J. Tomasi, Patrick Gleason, Francis Manapul, Jorge Jimenez",9781401282394
236719,Dancing Naked,Shelley Hrdlitschka,9781551432106
16171312,Seducing the Highlander,Michele Sinclair,9781420126518
521154,Mission to Venice,James Hadley Chase,9780586023082
288301,John Barleycorn: Alcoholic Memoirs,"Jack London, John Sutherland",9780192837172
491888,Holding Wonder,Zenna Henderson,9780380012510
10718,Something Happened,Joseph Heller,9780684841212
41945163,The Friend Zone,AbJimenez,9781538715628
288453,"The Pope and the Heretic: The True Story of Giordano Bruno, the Man Who Dared to Defy the Roman Inquisition",Michael White,9780060933883
431349,Annie's Rainbow,Fern Michaels,9780821773666
16171291,The Silent Wife,A.S.A. Harrison,9780143123231
14494178,Gelatin Silver Print,"Tige Lewis Quintina, Tiger Lewis",9781436327060
26014651,Mothering Sunday,Graham Swift,9781101947524
97411,Letters from a Stoic,"Seneca, Robin Campbell",9780140442106
129524,Midnight in Death,J.D. Robb,9780425208816
2581254,Halo: The Flood,"William C. Dietz, Todd McLaren",9781400151134
1824219,Mrs. Jeffries Stands Corrected,Emily Brightwell,9780425155806
33052,Murder in the Cathedral,T.S. Eliot,9780156632775
427078,Body Check,Deirdre Martin,9780515134896
805087,Days of the Living Christ (Volume 1),W. Cleon Skousen,9780916095468
298537,Dirty Havana Trilogy,"Pedro Juan Gutierrez, Natasha Wimmer",9780060006891
1503057,500 Great Books By Women,"Erica Bauermeister, Holly Smith, Jesse Larsen",9780140175905
482583,Toy Story,Walt Disney Company,9781570824609
10210,Jane Eyre,"Charlotte Bronte, Michael Mason, Barnett Freedman",9780142437209
33722,The Undomestic Goddess,Sophie Kinsella,9780385338691
453960,In the Ocean of Night,Gregory Benford,9780446611596
411460,Missing Persons,Stephen White,9780451215758
4413184,La Medusa,Vanessa Place,9781573661454
790291,Sammy Keyes and the Runaway Elf,Wendelin Van Draanen,9780375802553
60364,Someone to Run With,"David Grossman, Vered Almog, Maya Gurantz",9780312421946
16006945,Scorched,Mari Mancusi,9781402284588
558059,The Fractal Geometry of Nature,Benoit B. Mandelbrot,9780716711865
408555,Meditations on the Tarot: A Journey into Christian Hermeticism,"Valentin Tomberg, Robert Powell, Hans Urs von Balthasar",9781585421619
9771,An Ordinary Person's Guide to Empire,Arundhati Roy,9780896087279
3255666,A Bold Fresh Piece of Humanity,Bill O'Reilly,9780767928823
134004,"Notes from My Travels: Visits with Refugees in Africa, Cambodia, Pakistan and Ecuador","Angelina Jolie, Caspian Tredwell-Owen",9780743470230
823609,American Terrorist: Timothy McVeigh & the Oklahoma City Bombing,"Lou Michel, Dan Herbeck",9780060394073
65684,Monster,Frank E. Peretti,9781595541215
65490,When Breaks the Dawn,Janette Oke,9780764200137
12958049,Blood Games,Chloe Neill,9780451415202
8293938,Moon Over Manifest,Clare Vanderpool,9780385907507
634263,"Judgment Day!: Islam, Israel, and the Nations",Dave Hunt,9781928660323
29655941,"Wonder, Auggie & Me, 365 Days of Wonder Boxed Set",R.J. Palacio,9781524714444
14800331,Anthem for Jackson Dawes,Celia Bryce,9781599909752
2419417,Cat Country : A Satirical Novel of China in the 1930s,Lao She,9780814200131
15762116,Franklin Academy,Allison Simon,9781478187929
68531,The Archer's Tale,Bernard Cornwell,9780060935764
580933,The Mammoth Book of Haunted House Stories,"Peter Haining, Elizabeth Albright, Thorp McClusky, Basil Copper, Ray Bradbury, Fay Weldon, Richard Dehand, Herbert de Hamel",9780786716036
345560,The Making of a Marchioness,"Frances Hodgson Burnett, C.D. Williams",9781402169144
25193,The Silent Cry,"Kenzaburo Oe, John Bester",9781852426026
38495676,Notice Me,Emem Uko,9781984257673
8267386,Running Wild,"Linda Howard, Linda Jones",9780345520784
145564,Living Wicca: A Further Guide for the Solitary Practitioner,Scott Cunningham,9780875421841
3082951,His Captive Lady,Anne Gracie,9780425223246
2052,The Big Sleep,Raymond Chandler,9780394758282
11922,Stolen,Kelley Armstrong,9780452285934
74482,Amanda's Wedding,Jenny Colgan,9780446678117
14031,Palm-of-the-Hand Stories,"Yasunari Kawabata, Lane Dunlop, J. Martin Holman",9780374530495
55448,The Crimson Labyrinth,"Yusuke Kishi, Camellia Nieh, Masami Isetani",9781932234114
72848,Queen of Swords,Sara Donati,9780553801491
13618136,Full Disclosure,Eric J. Gates,9781301130733
12961307,Justice,Laurann Dohner,9781419937569
29342351,Hearts of Darkness,Andrea Speed,9781634775496
19794,The Echo Maker,Richard Powers,9780374146351
11797160,"Smart Thinking: Three Essential Keys to Solve Problems, Innovate, and Get Things Done",Art Markman,9780399537226
2248573,Brisingr,Christopher Paolini,9780375826726
422463,Bollywood Cinema: Temples of Desire,Vijay Mishra,9780415930154
77353,The Book of Atrix Wolfe,Patricia A. McKillip,9780441003617
7936809,The Reversal,Michael Connelly,9780316069489
18757,Last Night: Stories,James Salter,9781400078417
13593528,Dick Francis's Bloodline,Felix Francis,9780399160806
6515834,Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit,"Francis Chan, Danae Yankoski",9781434767950
822989,"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",Dave Pelzer,9780752853710
6467249,Thieves Like Us,Edward Anderson,9781596545786
39000,Six Frigates: The Epic History of the Founding of the U. S. Navy,Ian W. Toll,9780393058475
816752,The Castle in the Attic,Elizabeth Winthrop,9780440409410
6145714,The Lovers,John Connolly,9781416569541
775972,Spellbound,Cate Tiernan,9780142300466
3650089,Raintree: Inferno / Raintree: Sanctuary / Raintree: Haunted,"Linda Howard, Beverly Barton, Linda Winstead Jones",9780373773428
246277,The Bone Vault,Linda Fairstein,9780743436670
1202116,Acid Casuals,Nicholas Blincoe,9781852427085
7907782,Great House,Nicole Krauss,9780393079982
951242,The Bestseller,Olivia Goldsmith,9780061096082
918619,Seeker After Truth,Idries Shah,9780863040122
412939,Angel,Johanna Lindsey,9780380756285
97652,The Gospel According to Starbucks: Living with a Grande Passion,Leonard Sweet,9781578566495
34484,Small Gods,Terry Pratchett,9780552152976
13648165,The Island of Lote,Emily Kinney,9781612047744
16092672,A Far Cry from Sunset,Billy Franks,9781479340903
12935,The Silent Boy,Lois Lowry,9780440419808
1307000,With Lee in Virginia,G.A. Henty,9780486434568
18686699,Moonstone Obsession,Elizabeth Ellen Carter,9781940223490
31454532,The Story of Us,Tara Sivec,9781478920199
17490,The Faraway Tree Stories,Enid Blyton,9781405201711
10419436,A Dragon's Awakening,Aya Knight,9781938083006
70582,War for the Oaks,Emma Bull,9780765349156
464124,Hostage,Robert Crais,9780752847870
10790277,Rise of Empire,Michael J. Sullivan,9780316187701
655,The Death of Ivan Ilych and Other Stories,"Leo Tolstoy, James Duff Duff, Aylmer Maude, Hugh McLean",9780451528803
13555073,The Screaming Staircase,Jonathan Stroud,9780857532015
1038268,Slake's Limbo: 121 Days,Felice Holman,9780689710667
10865022,He Loves Me Not,Christine Kersey,2940012218445
936880,The Backslider,Levi S. Peterson,9781560850151
557405,Split Second,Alex Kava,9781551669151
229121,The Helper,Catherine Marshall,9780849941375
329484,A Dollar And A Dream,"Carl Weber, Angel M. Hunter, Dwayne S. Joseph, Angel Hunter, La Jill Hunter",9780758207562
9428785,Love's Bitter Splendor,Sylvester Murray,9780741460011
4525593,Whom The Gods Would Destroy,Richard Powell,9780340147245
12412944,The Phantom of the Post Office,"Kate Klise, M. Sarah Klise",9780547519746
775503,Thrawn Janet,Robert Louis Stevenson,9781425474324
2262322,Garden of Evil,"Emma Harrison, Constance M. Burge",9780743461016
21878763,Possession of My Soul,Kia Carrington-Russell,9780992502805
405589,Byzantium,Stephen R. Lawhead,9780061057540
6091142,"The Writings Of Nostradamus: The Complete Prophecies For The Future, Past And Present: Including The Almanacs",Nostradamus,9781440460241
16158558,Dark Witch,Nora Roberts,9780425259856
726458,Only in Your Dreams,Cecily von Ziegesar,9780316011822
200884,Stiffed: The Betrayal of the American Man,Susan Faludi,9780380720453
398323,Out Stealing Horses,"Per Petterson, Anne Born",9781555974701
17469800,Fargoer,Petteri Hannila,9781482638578
2505333,Road To Paradise,Paullina Simons,9780007241590
12275635,Hanging On To My Dreams: Bouncing Back From All Rejections,Arnold Henry,9780994027207
26156987,If I Was Your Girl,Meredith Russo,9781250078407
828482,Man vs. Beast,Robert Muchamore,9780340911693
254262,"Amos Fortune, Free Man","Elizabeth Yates, Nora S. Unwin",9780140341584
2584045,Dust of Eden,Thomas Sullivan,9780451411389
