bookId,total_copies,available_copies
13136,5,1
117161,4,2
6261078,7,2
2169313,2,2
23159652,5,2
31925314,3,3
107771,5,2
154655,5,0
7193774,3,2
938105,7,0
15811505,1,1
80534,8,2
1724365,9,7
487238,2,2
545766,8,7
114144,6,6
186445,5,0
46199,4,1
1764154,8,5
9868,4,2
19000898,5,3
11929445,8,6
1129283,7,6
250165,5,1
20814993,3,0
343529,8,7
7334201,4,3
30375755,8,7
20556438,3,2
45885644,1,0
552669,4,0
216378,8,0
17137581,7,6
52528,4,2
52782,9,1
28675567,9,9
3275890,3,2
3064985,2,0
1819632,5,3
22022457,6,1
112507,9,3
2165,5,2
14375554,2,1
4887,5,0
197458,9,5
3666363,5,5
3851330,7,0
24334,1,1
6297286,2,0
71121,2,2
247000,4,0
299596,5,3
1804120,5,0
3798707,4,4
509387,9,2
1192530,9,9
211780,3,1
406575,8,2
1240662,9,0
333938,1,0
720833,3,2
7779757,1,0
26116505,6,6
7104709,9,3
7735325,7,0
506908,6,0
12413953,1,0
1070529,8,5
18189606,4,0
222525,3,0
45978,2,2
51591,5,0
44796,7,4
1325629,5,3
22749788,5,2
444315,4,3
17165924,7,2
3100092,6,4
13366259,2,2
29396943,7,0
223635,8,5
12107925,4,2
6115321,4,2
24039422,6,1
19419602,1,0
6219294,6,3
1092878,6,4
7955881,8,3
891081,4,4
9578482,9,0
11400008,6,2
28369891,8,7
319205,4,2
30593,7,7
132709,9,4
30340276,1,1
3189901,2,1
18683518,2,2
5958783,3,2
10833203,4,2
38378,7,2
8070049,1,1
10798398,4,1
19377118,8,3
7199829,7,3
12072969,9,3
6091497,2,2
18469079,2,2
381440,9,8
16045306,8,4
34219873,3,3
20739,4,2
52855,4,0
46911,4,4
1169051,6,0
2855642,2,0
17254035,1,1
821026,5,4
505636,1,0
26084079,7,0
6564,2,2
16543,5,1
219909,8,4
8047342,4,0
2111634,2,0
42692,6,0
2149388,4,0
332756,2,1
2049763,2,0
3759847,5,3
144127,9,4
14034,4,2
27161156,1,0
35041669,8,3
2142887,5,2
6930002,9,9
6977769,3,1
34660,1,1
2429534,8,1
10322007,4,3
3943,7,7
10326890,6,5
180455,2,2
160109,2,0
76659,9,3
72286,4,2
77125,5,5
11324,1,0
10355662,7,0
13069261,6,6
1087601,6,5
7146050,8,7
1522679,9,1
263091,3,1
40620607,1,0
234072,2,2
9924,1,0
28134,5,0
11019938,4,3
16101023,3,0
3002310,3,3
289169,4,1
564758,1,0
81021,3,1
3373198,4,0
871600,4,4
11872688,4,3
8229399,3,3
69947,5,5
351384,8,8
15811102,1,0
2873105,8,1
845250,4,0
23626771,3,0
2873,1,0
28101540,2,0
77040,4,4
7881882,6,4
89724,5,1
8712290,7,6
103159,3,3
836661,2,0
6467115,3,1
561909,8,5
711901,7,7
61938,1,1
128116,3,1
26109394,6,6
91247,1,1
67721,9,6
9242834,3,2
127804,7,4
206731,2,2
6496815,2,0
6567017,3,0
114160,4,4
83408,2,2
128756,3,1
154629,7,5
28449231,2,1
29467232,7,7
24397040,4,1
52867387,3,3
68519,5,1
238959,9,9
159320,9,9
16182601,9,6
7851203,6,1
21491,8,4
593031,3,0
1199553,9,2
1619504,4,1
1326782,8,8
400,7,4
294817,3,1
23281902,8,0
52862903,5,1
80369,6,0
62258,5,3
6531,4,2
377898,1,0
617097,4,2
906684,7,5
360918,5,0
2306910,7,0
16431,9,9
216213,8,0
2268909,2,2
30621224,2,0
28420,3,2
109326,1,1
11474123,4,1
690955,9,8
319614,2,1
21469109,9,9
631147,8,3
9712800,7,5
23966,3,1
7224584,1,0
431791,9,0
199854,3,3
3679,9,7
501124,4,1
184085,3,1
659345,4,1
948212,1,0
175038,9,7
2044238,9,6
233920,2,1
12114440,4,1
6837103,9,4
1024684,9,8
8584912,2,2
8830,6,0
32260,9,2
92958,9,4
658241,2,2
33577,5,3
438131,5,3
215605,6,4
859858,9,9
445654,3,1
6969361,3,1
1035,1,1
72223,7,5
32051912,8,5
36314,4,1
3239511,3,0
70581,4,0
8611530,2,0
80064,9,1
10852,3,2
54606,8,4
2287,2,1
34964905,7,4
29822,9,8
2204464,2,1
53307,6,3
14433012,8,2
6070790,3,0
2324902,5,3
45046784,6,2
549455,1,0
240130,1,1
17152940,1,0
311121,1,1
862540,1,0
23206366,1,0
62268,2,2
428350,6,1
526170,3,1
257506,2,0
24915,2,2
18693922,4,3
14347239,8,7
416108,2,1
28815482,8,0
12407853,9,2
10835994,6,2
363453,1,1
481528,1,0
395873,3,0
42600543,6,0
170844,6,1
15811560,7,2
12386931,2,0
20808520,9,4
362212,5,0
1131133,5,5
358306,5,0
201126,3,1
25156675,2,2
30004,9,7
7893098,3,1
42953,9,8
14567915,8,1
136228,5,0
147993,8,2
24931522,9,9
50852,2,1
12976819,3,1
9477539,3,2
240910,5,3
13165142,9,5
160769,1,1
1557374,6,0
4830,7,2
1714910,8,6
12820360,1,0
706476,9,7
18140842,7,0
13622,8,0
7953079,1,1
36336078,1,1
233093,1,0
12584442,1,0
129792,5,5
13002124,4,0
777211,7,2
19106,6,1
169005,6,2
1824218,2,0
32492969,6,3
29380191,9,6
171102,5,3
34467031,9,6
9879625,3,1
116988,7,1
537116,7,2
34503,2,1
5371,4,2
12078346,7,6
346267,3,1
3474898,5,0
52564410,9,3
11495514,4,1
445155,6,2
25810398,6,2
850413,1,1
882203,6,4
6332,5,1
23492692,3,2
633446,7,6
16004807,1,1
563322,9,6
502101,1,0
23602473,8,1
79275,1,0
289601,7,5
5308,4,4
32673847,4,0
694270,7,4
708549,9,4
110433,8,1
350039,6,6
618196,1,1
247526,9,7
9777,3,2
22201,3,1
9722219,2,1
15757971,1,1
127432,5,1
3004197,1,1
2226289,2,2
301822,7,2
84737,5,2
17695243,9,6
7971382,2,1
101949,9,8
19351,9,5
825377,1,1
2956,5,2
13360957,5,3
4902793,3,3
84967,9,6
17724774,8,5
11346,8,5
26030692,4,3
253071,9,7
28426,4,0
857445,7,5
6178354,4,0
93275,9,8
546170,2,1
190572,7,5
8811134,5,0
7487212,4,3
15790893,3,3
324629,2,2
763426,3,3
34299826,7,4
2848487,5,2
13041100,3,0
2243611,9,1
35295478,5,2
355917,7,0
11746513,5,2
13056809,3,1
318394,1,1
52108,4,3
3250465,7,7
40314,3,0
101269,6,2
4799,9,2
89281,7,6
146107,4,2
5027092,2,1
6609748,5,4
6541,5,3
232123,2,2
25262615,8,5
17571564,1,0
197854,7,0
21418013,5,2
621616,7,6
101299,3,3
13405109,6,6
3294302,6,0
359759,5,5
92500,1,1
76334,3,1
816953,7,2
12528745,4,4
21539471,6,2
251392,6,0
22571272,9,4
2768169,3,0
13221024,5,3
10024937,4,1
639833,1,1
135444,2,1
180089,8,0
7685237,7,2
96979,5,0
313640,7,2
2059842,5,1
13154150,5,2
1139452,9,2
33574273,9,1
355789,9,2
6527740,1,0
5843145,4,4
6503155,2,0
12742913,6,1
24374,4,4
43386663,9,4
18260385,9,4
1089323,9,6
25794796,3,1
17448137,5,3
295621,6,3
805478,3,1
2331954,8,5
91289,1,0
2516188,6,6
59952,1,1
3113386,5,4
17840057,1,1
10799881,5,2
156770,4,4
1562,4,3
6076413,4,0
270521,4,2
7182626,6,5
6322122,4,0
7507750,9,2
2056877,5,5
96082,6,4
6791785,2,1
1503431,7,4
25893582,4,2
6916518,3,1
12444,2,2
25636235,2,2
1503274,2,1
3277222,8,3
58314,9,3
15789361,8,5
240004,2,2
8,9,4
1650093,1,0
17883157,4,3
10788140,4,4
21535713,2,1
897750,4,1
782898,8,5
17909,4,4
1105093,3,2
289729,7,2
1044518,6,1
6318283,4,4
52593,1,1
682,7,5
1141660,1,0
45343240,2,0
411496,2,0
60653,9,9
156873,8,0
33283109,6,0
232467,7,1
10605,2,1
316876,8,4
53033618,9,9
2799233,7,7
264390,9,3
747399,9,1
33139533,1,0
9755855,1,0
15853094,3,2
104216,4,4
24149,1,1
33482,1,0
18588799,2,0
13895,6,3
1802827,7,0
6006715,2,2
402762,9,8
679877,3,0
4953,9,0
7016195,1,1
21912276,4,0
184657,7,4
133793,6,5
1844204,8,5
220604,8,6
146742,5,5
3009435,5,0
6267237,2,2
1005680,7,7
6594099,1,1
2662604,4,0
215543,7,0
4428699,6,6
578428,6,5
63720,3,2
77738,1,1
1311496,2,1
6976104,5,4
48462,2,0
11544452,2,1
732482,9,4
6765788,5,2
39218054,2,2
11164626,9,4
6839020,5,1
9480333,4,0
662697,4,0
511655,7,4
383206,9,2
105657,8,0
33913910,6,5
11395597,1,1
7704943,3,0
20877902,7,2
191940,4,4
476875,3,3
81903,3,2
9761771,4,2
8842,9,9
37451,3,0
15760720,2,1
44581535,4,4
13227866,8,7
806122,5,1
31128746,6,2
38359036,6,2
40290,7,0
280819,2,2
2314315,2,1
6064635,5,2
25111874,1,0
8427264,5,2
11013,3,0
28209123,9,9
2281392,9,0
49978956,7,3
1898916,1,1
497648,6,2
58092,1,1
17401028,6,6
655569,4,3
1953489,8,0
13518793,7,7
31367,7,6
1067145,7,0
378579,1,1
12180248,9,1
1197929,2,2
3419808,2,1
7093952,3,2
51974571,7,1
13090234,1,0
22924864,1,1
477078,4,0
14617526,1,0
226073,9,8
73928,4,2
14463,6,6
8997745,7,3
3629971,7,6
6725785,2,2
16065672,1,1
10746419,7,5
6338778,3,2
17987508,8,8
32626,2,0
565836,6,3
13455417,4,3
387849,2,2
455519,3,0
156563,4,3
30332,5,4
9799,6,4
10329439,6,6
95144,1,0
761260,7,2
2235597,9,6
17902860,9,9
29617,3,0
16718143,7,5
12764,2,1
36629470,8,4
957282,8,0
1218465,7,6
6629340,9,0
345167,3,1
3060485,4,3
25064648,9,6
388307,5,0
277190,5,0
915554,1,0
57460,2,0
11260526,4,1
301141,5,2
4682558,9,1
726374,1,0
11214214,9,0
10165727,8,4
850406,4,2
6969367,6,4
22717666,5,5
460327,4,3
7095422,8,1
34091380,9,5
13406959,9,7
9752191,3,1
7922146,7,4
12963457,1,1
77430,4,1
7963208,4,4
25116648,6,2
1658696,2,2
47021,1,1
15828370,2,0
7456726,6,1
13248799,8,7
514855,1,1
97385,1,1
862007,9,9
9648068,6,5
22021611,2,0
35350,5,1
11233988,5,5
420496,3,3
24382227,1,1
10796353,8,0
807044,5,0
1627267,3,0
3066,7,1
5067665,7,1
13040265,7,3
1264916,5,1
15801335,9,7
13563669,8,5
35003282,2,2
17612202,9,2
27169925,5,1
25526296,3,1
2344801,9,1
894881,6,2
10603056,7,3
28322296,4,1
744322,3,2
421398,6,0
34189556,2,2
49038,5,3
2153238,1,0
20628154,9,7
25015043,5,0
490138,4,1
5802140,3,3
23546739,4,4
15682,2,1
779889,3,3
26127512,4,1
5139,5,1
7469133,3,3
18229453,7,0
341932,7,1
35540804,9,3
501215,1,0
55776,7,2
11313,1,0
674495,9,8
8748031,8,2
1078950,3,1
511627,7,0
517693,2,1
156763,8,4
792161,7,4
6598687,1,0
6286946,8,5
13376363,3,0
2326098,4,4
279119,5,3
1460154,9,8
1543786,4,4
16527,9,1
32513,4,3
448711,6,2
34609406,6,4
6586512,4,2
106244,9,7
8131576,3,0
6621143,9,0
1012794,1,1
13455534,5,1
11450360,1,1
309480,6,4
11363759,7,0
21120350,2,0
599090,3,1
46194224,7,4
13477883,6,1
7022,1,0
33547,9,4
53345360,3,0
15758438,7,7
259978,6,0
99702,9,1
6476709,3,1
13540524,7,1
18383325,5,1
10734210,2,1
2799330,9,7
115037,7,4
172134,7,3
89208,6,2
352781,7,0
166177,2,0
47881,4,0
21500,1,1
989030,9,7
7264975,8,2
7850899,7,5
18630547,2,2
481446,3,0
549938,4,3
1842565,9,3
440122,6,1
294951,6,1
128757,2,1
17981453,5,4
20509356,4,0
17797253,5,1
2161966,7,6
4390036,9,8
16047,3,1
247369,4,1
288159,5,0
8051458,9,1
139724,5,5
74219,1,1
13618440,1,0
100369,3,3
18342290,8,6
32432,4,4
190372,1,1
18138189,1,1
24110823,9,6
3159138,7,2
3202205,7,1
12107192,7,1
826852,2,1
465003,1,1
22325661,2,0
3384017,7,0
393841,9,6
446945,4,1
16035,2,0
7944608,2,2
16361,4,1
42158,6,0
6508952,1,0
3764,1,1
60229,2,0
7911684,7,7
6895179,9,6
6635054,1,1
99177,5,2
33158525,2,2
13621089,5,5
165526,2,2
101014,6,2
12467865,1,0
297219,8,6
43191510,7,2
247204,3,1
16130371,9,1
10450750,4,1
7670616,8,5
379143,7,0
17465455,3,0
651993,1,0
177398,6,1
11038479,4,2
7276319,5,2
140138,5,4
522534,1,1
331029,8,8
18513589,8,5
8373527,8,0
22855494,5,4
92965,7,2
294321,3,0
10046509,1,1
774289,8,8
133729,3,2
373755,7,5
24178,7,4
20170404,3,2
24889889,3,3
86451,6,1
16131073,1,1
22138443,9,4
6156,2,1
84049,8,2
492109,8,0
140345,7,4
925361,1,1
126780,3,2
9741685,2,1
12934115,5,1
151691,1,0
34570,7,7
8314214,9,5
42990,9,6
683006,5,1
17981276,2,2
2172538,4,2
24813,4,4
18584440,4,0
29907838,8,4
76314,4,3
25573718,2,1
10697608,3,0
1348468,6,6
7062,6,2
16199855,3,2
129783,4,2
13478341,6,2
9188338,7,6
2199631,2,2
16718816,8,5
1554307,9,7
377916,2,1
7389,8,8
30069169,1,0
782026,4,2
28083311,3,2
11455168,2,0
124750,2,1
18002761,3,1
614558,1,1
911760,7,4
228221,2,1
34850243,4,2
6075576,7,0
11421122,4,4
28471914,9,9
2598854,6,1
442615,3,0
15817667,8,4
35332,8,3
8112340,9,1
2174010,6,3
1144084,7,4
3046463,2,0
776175,4,0
3094156,4,1
227331,8,1
37914571,2,0
847786,9,6
26920,5,5
227789,5,4
384962,5,4
20578515,1,1
96505,3,2
2866413,6,2
89788,1,0
156775,3,1
824765,7,7
8550813,5,3
2360997,9,7
17572846,1,0
232576,2,2
386580,7,7
1663,5,5
11826008,5,0
10572,1,1
902743,4,2
125959,8,2
337132,4,1
44399,5,2
629619,2,0
105599,7,2
18193684,8,5
242669,9,0
430388,2,2
18239142,3,1
16150831,8,8
42046112,8,3
1644692,9,4
47944,3,0
1557358,3,1
1273995,2,1
6641796,1,1
73186,3,1
4066312,2,0
53450218,8,3
8727466,9,7
912774,3,1
90988,2,0
16040242,4,3
209936,5,2
510029,9,1
36439333,7,7
184786,3,2
407154,9,3
710603,6,6
142845,8,7
3361023,8,0
12823329,4,0
7456034,7,6
6633798,4,1
23937,9,2
9520360,4,1
22328546,2,2
1158260,9,9
507069,3,3
6919484,9,7
831231,6,1
12022765,7,3
7184066,1,1
18302455,6,1
23497890,4,0
7023534,8,0
9470371,1,1
1263041,8,8
239823,9,3
102736,7,7
30694168,7,5
130519,2,1
7656231,8,8
8017244,8,2
20564828,1,1
1017264,7,3
300043,8,2
10084,4,0
3224911,7,4
12076991,9,5
16315,3,0
2052978,1,0
168283,6,4
1189454,1,1
39307,7,1
223394,9,8
5941385,3,0
1832858,2,0
10414930,3,2
133664,3,1
16036975,4,4
14411137,6,0
1394099,6,3
179133,3,1
20536379,2,1
21401526,7,2
29523636,6,6
127582,1,0
2248164,6,3
149608,9,4
12144652,8,3
435307,2,0
7824997,5,5
151740,7,5
221817,3,2
78415,2,0
223462,9,4
39799,3,1
17991040,2,0
15944406,3,2
82780,6,4
9733619,7,7
7052617,8,1
495305,1,1
1481578,9,2
4900,9,0
149543,5,2
18967087,4,0
8826,7,3
6336078,9,2
478071,5,2
3120995,9,2
311156,1,1
17910459,3,1
2463887,3,0
1772941,1,0
36588,6,4
1429768,1,0
112110,4,3
17320133,9,3
9468234,7,1
20575477,5,3
78986,9,3
39897058,5,1
27219837,3,1
4554304,5,2
86238,6,5
12882349,9,3
36546635,9,0
24782,2,2
41720140,2,2
7187395,5,5
663387,6,6
6249762,8,7
1234704,9,2
2416991,9,4
59833,8,4
4345290,1,1
17949078,8,8
481743,2,0
32276,6,6
52783,3,0
29344817,4,3
18170583,9,1
20924711,7,2
23280166,8,1
86424,7,2
824762,8,5
266346,4,3
45895148,9,9
11933,3,3
25968411,1,0
152381,8,0
52786359,5,1
13547971,7,4
34908,2,0
7039218,2,2
62666,8,8
36360655,8,2
154710,9,7
18778808,8,2
18802396,7,4
389627,9,4
113326,3,2
141354,7,2
28627373,9,0
2739979,8,7
16101026,3,3
1333030,3,0
140963,6,2
25035244,9,2
7135797,4,4
18870159,8,3
13069681,1,0
1340185,9,1
149056,6,6
1087184,9,9
389904,1,1
13617,7,7
17334074,3,2
11092328,4,0
9939629,6,3
153792,1,1
122885,5,2
1162022,1,0
3005076,6,0
7784,7,0
136963,7,0
154423,6,2
51428,8,4
34020169,1,1
238344,1,0
629,2,0
78131,3,3
77103,5,3
682931,9,6
5097515,3,0
243340,6,0
377993,6,5
41337,5,1
667104,5,1
7721198,3,0
176327,9,6
2032327,7,2
41424,8,5
2325390,7,7
12246894,4,2
22725532,3,0
7108001,6,0
468664,5,0
6582496,3,0
288987,4,1
17978160,3,3
22875,9,6
25463009,5,4
16073050,7,5
226378,4,3
32326398,4,2
329082,9,3
406849,2,2
169503,6,6
435804,7,7
280111,3,1
18388426,5,4
20653878,2,1
5170850,6,6
1797221,3,3
25558608,9,1
34670747,6,5
666349,8,8
2186848,3,2
41706,6,6
15798672,7,5
13728,3,0
39933,3,3
586416,7,3
25548442,4,0
95819,4,1
22504496,6,0
9751511,9,2
30071,6,4
32306550,2,0
3381690,4,4
126066,9,2
6023992,2,0
13543179,9,6
1724618,7,3
9745711,6,6
17564643,6,3
56030,1,0
858859,8,5
102241,9,1
114523,5,0
6538757,7,2
24093,9,9
627686,6,5
12513614,1,0
2744,6,5
2168860,8,3
12285174,5,5
274043,5,0
14553840,4,0
262033,1,0
226113,4,3
20739792,5,1
2430,2,0
263875,9,7
31421,2,0
13034086,2,1
12444297,8,0
11633,8,6
55304,3,3
394024,1,1
82821,4,4
13108754,9,2
110248,6,5
67700,4,2
7602367,5,1
17871711,1,0
383022,2,2
5792404,6,1
1890017,4,2
16248220,7,4
16068797,5,3
291583,2,1
47624,6,6
271457,5,5
160882,8,4
95105,2,1
17785991,6,3
16366,6,1
1268536,4,0
833332,2,1
444056,4,4
6149,3,0
8642235,6,2
1020674,4,2
13547956,7,5
14625570,8,0
23183,9,3
71935,2,1
2814633,4,2
107664,7,3
806140,8,5
20613470,6,5
145659,1,1
495908,1,0
36482829,5,1
69092,3,3
17608949,2,0
43835491,5,2
7332664,2,1
830364,1,1
74406,6,3
5296227,3,3
1611127,8,2
183645,7,2
46485,9,6
472778,2,2
2247142,9,7
128429,8,6
797635,9,1
12232938,1,1
18160436,3,2
7193298,8,7
953320,1,0
552417,5,2
18365529,6,6
17369219,3,2
15746101,4,2
312051,9,2
101027,9,2
13241659,9,4
92250,6,5
9633221,7,2
421869,3,0
2065568,3,2
1169429,6,4
7552716,9,6
33395889,7,4
8076919,7,2
1427349,1,1
14885892,6,2
93742,9,9
359827,7,7
17157641,8,8
167040,9,0
1239129,8,6
6594869,5,2
35137915,5,1
8008928,3,3
80313,3,0
317970,8,6
95747,6,0
7993902,9,3
13015054,6,2
179565,5,4
633274,9,9
105711,6,3
23419,7,3
142080,6,0
6424,6,0
5278010,5,3
838768,3,0
7194943,9,1
16041169,3,2
2440137,5,3
2804962,2,1
11382304,2,0
35604686,7,5
437797,6,1
27420590,1,0
17905761,3,0
18594761,1,1
893195,1,1
814487,1,0
7664334,3,2
2992647,5,0
28965554,6,0
40387,4,2
319300,4,0
30288,2,2
837316,4,2
835277,3,1
5547840,2,2
7815478,6,3
537404,6,4
132867,2,0
17285330,4,4
200883,1,1
24767,6,6
825509,6,4
644949,8,0
475245,1,0
900750,9,5
15782111,4,4
7387900,7,5
18166849,9,5
37688046,3,1
272614,2,1
126496,5,2
28650500,5,2
1743821,5,2
18046495,9,8
128280,9,7
37775321,7,5
21126980,7,7
18773349,8,7
2321054,3,2
352262,8,2
78981,4,2
23724,7,4
776877,8,2
1108130,8,0
164955,5,5
2721947,7,4
24974015,3,1
7254244,1,1
84726,3,1
147360,6,6
48328,9,7
23012543,3,2
301114,6,3
826706,5,4
32905343,4,2
313267,2,2
22694050,9,7
13510297,4,4
630656,3,2
907432,9,0
32499,2,2
6359195,3,3
38333,4,4
37732,2,2
493715,3,3
293983,4,3
8036652,3,1
2218102,1,1
30617,5,1
18143974,2,0
6516613,1,0
7828781,7,5
856923,1,0
6490174,2,2
493311,9,6
11434,4,3
1627127,7,4
729404,5,2
484531,8,1
35921,3,0
12753882,4,4
160317,9,3
1544060,8,2
302457,6,6
129312,1,1
117047,9,6
1778692,3,3
652558,8,1
20821294,7,2
6950451,9,7
53003,2,1
1294874,8,2
186427,3,1
13489518,3,3
1672391,6,0
25785993,8,0
25262045,8,0
20691201,6,5
3105541,5,1
17333338,6,5
418567,9,9
1262472,5,2
18050104,8,6
8429687,3,1
6539,7,5
179735,3,0
818407,1,1
2216225,6,2
17461,3,3
6282753,2,0
1469982,9,5
6354594,8,3
176844,7,2
5778773,9,0
21948349,4,4
3478,2,2
13330603,7,3
2205663,1,1
951113,9,1
25698394,3,1
135448,8,0
1996124,2,0
17333171,8,4
1903696,3,2
11699349,2,1
13828409,8,4
7776678,4,0
826564,4,4
29923707,8,7
526672,4,1
6065215,3,2
370899,1,0
35841774,6,5
18752963,3,0
12033131,3,1
580213,3,3
13450407,4,3
17259417,7,5
910120,3,0
1429901,2,1
1481810,7,3
439984,6,1
426215,2,2
1070551,5,5
13505635,4,4
22345,9,9
290864,9,4
379095,3,0
8366402,4,0
124854,3,0
66675,6,3
383018,6,0
483369,4,1
1373618,9,0
18804857,4,1
95602,6,5
29012,9,7
738208,5,0
581365,5,4
8843789,7,7
3979,2,0
15799221,8,8
13421358,8,4
10127019,8,6
1282266,4,3
38244389,3,0
129582,7,7
7090193,5,3
48757,4,1
11305364,1,1
279672,6,1
8607349,5,5
40996663,5,0
1020421,8,6
2420340,2,2
242446,3,1
1274483,8,7
573394,8,5
17379354,1,0
721012,3,3
7885220,3,2
17488,8,6
51210,2,0
2248060,3,0
11441,1,0
34002,6,0
25532845,4,3
7959038,8,7
23497854,9,7
539770,8,4
840096,2,0
13448881,4,0
69802,8,7
9912400,6,0
14865,3,0
4254108,9,8
93157,9,3
8618410,4,1
981161,3,2
41668,3,3
6608160,1,1
32485744,2,2
5752,3,0
6197,6,4
17194490,7,0
15808302,1,1
608216,9,1
11650,4,0
664553,3,2
23502345,1,0
5368,1,1
13316241,5,0
1897448,9,0
43286371,8,7
1450407,8,0
734636,9,0
10803121,9,1
6649318,9,0
13615541,8,2
157685,6,6
3257736,4,1
209809,6,1
1178136,9,1
6596080,6,1
22539,3,3
586139,4,4
99610,9,3
27832513,7,0
32327701,1,1
828992,1,0
27972343,4,0
26109391,1,0
15424,5,0
207864,5,4
14281,4,0
18452,7,6
13549445,2,2
541127,6,1
47907,2,1
79550,8,1
6696296,2,0
1698268,6,6
33230173,3,3
33724,4,3
18249280,2,1
156427,1,1
7352053,3,0
24885622,3,0
1906987,6,6
17857684,1,0
1210874,2,1
18594335,5,4
744321,4,2
14714484,8,1
423941,5,0
20561849,9,6
231183,4,1
3955077,1,0
1935045,4,4
12998057,1,0
199263,7,2
71299,8,5
6505109,2,0
801178,4,4
666601,8,6
170548,2,1
184854,2,0
294937,3,2
9579634,7,6
17802957,1,0
48180,3,3
15803571,3,3
17316489,2,0
141371,4,0
89716,3,0
20774307,2,1
882577,8,0
273737,7,2
885387,8,5
2273,3,2
186190,1,1
26074156,2,2
17192373,2,1
106835,2,1
260337,2,1
33412780,7,0
150129,7,2
1856004,2,2
27912522,3,2
31915603,3,1
11201519,1,0
59285,2,2
23206604,1,0
13420948,8,5
24396967,3,2
258345,6,5
6324492,9,8
870910,8,0
503342,4,2
6304332,4,3
27530,4,2
51790,1,1
1839943,5,0
41069,4,1
16073993,7,4
1557357,7,2
343347,6,2
137599,4,1
22046835,9,6
9895917,1,0
342834,3,1
987507,8,5
27245604,5,1
21087859,9,3
319976,2,0
315894,3,3
443103,5,5
25852870,3,2
16000044,2,1
6308347,2,2
8364977,5,3
570758,1,1
1009140,9,1
33600,7,3
30226723,9,2
491858,3,0
17735,6,1
7989890,1,0
7783636,6,3
13825165,3,0
831446,3,1
10009,5,4
3119173,7,2
10803806,3,0
2214574,1,0
7716140,4,0
212985,6,6
112274,6,4
238355,7,6
543888,2,1
683406,1,1
232459,4,3
4086725,6,2
13573875,3,2
11346550,8,8
3421761,1,0
539391,2,0
2808554,4,4
761023,8,7
1466363,2,2
657382,3,0
27822,5,3
1125413,4,1
5084,7,0
592657,6,0
44521,9,4
19275709,6,4
12312770,9,6
423124,6,1
490425,7,0
40028529,5,5
80834,3,3
31175,4,3
6593585,1,1
510247,5,3
455930,2,1
5083549,3,1
4769651,1,1
24727081,3,0
270804,8,2
32941327,1,1
12777554,7,4
22859573,2,2
26622595,6,4
862873,3,0
13366929,8,0
12240419,4,2
1334556,9,7
13083,8,1
36124936,5,3
228286,1,1
6344424,3,2
17675042,1,1
445747,8,5
21459383,2,2
9584310,7,4
6256534,7,4
21928,1,1
316287,7,5
42714,4,3
3347728,3,3
81060,3,0
226369,5,1
556629,9,7
41816865,2,0
18142329,6,2
7971302,6,1
8303108,5,2
30119,3,1
29938032,1,1
13023,4,4
50033,5,5
1746470,1,0
6578822,4,1
15558,1,1
6405363,2,0
1251838,1,0
41009603,6,6
4703427,7,2
6063110,8,7
2155,8,6
1231900,6,3
10843036,7,5
8675,5,2
308251,2,2
6033257,6,4
18624809,8,4
131633,6,1
850410,6,3
109520,5,2
1066051,7,4
13537830,3,3
1097802,4,2
4465766,5,2
2262320,8,4
2824517,2,2
18168527,3,0
237900,5,1
6851,8,0
9778945,7,0
7145258,1,0
50181,2,2
38529,1,0
6618272,9,4
1309025,1,0
224387,2,1
17671483,9,6
131366,2,1
22717987,1,1
23644595,4,2
18713134,1,0
61115,7,2
778285,9,3
119013,4,1
33198183,2,0
15746781,8,4
644583,7,5
8430908,5,5
10271616,2,0
352724,8,3
50718,3,2
16030663,7,6
480570,9,6
218677,1,0
1124288,9,2
2044979,1,1
32980,9,5
10853,2,1
1111741,6,5
29405093,8,5
33811,2,1
3430166,3,1
744980,1,0
1383168,2,0
38338,6,6
7804200,1,0
11030967,8,1
1381691,2,0
13556706,4,1
25856,9,7
104085,1,1
33161035,7,1
15836516,8,1
7159515,2,1
92373,4,3
12703250,1,1
28449257,8,0
3678413,4,0
17455456,6,2
2296769,2,0
24724,1,0
198330,5,0
102386,6,2
28817400,9,8
96471,5,0
48481,8,6
4727770,5,1
6640337,4,1
5366784,7,1
2187722,3,2
8558857,2,0
16160314,4,4
30780006,1,1
881466,1,0
219106,7,1
6520659,3,0
9914,6,2
1271502,9,8
517344,9,7
8609296,6,5
16075836,8,6
6372,7,5
511684,7,0
75479,5,4
1445805,8,1
5933841,1,1
177333,4,1
280240,2,2
13419125,9,7
74696,1,1
107943,6,0
17332435,4,2
8542611,4,3
49537696,7,2
1953,3,0
6681333,8,5
6871077,5,0
641760,7,0
7742850,7,1
16152943,7,0
24248,3,0
202216,2,2
43497241,6,4
534753,2,1
159418,9,4
27607,4,1
208124,3,0
13503581,8,0
92956,1,0
34065268,1,1
220741,1,1
18722754,5,1
23846000,7,2
6365568,7,0
11653,7,6
102267,2,1
73051,5,3
17182126,6,4
23924229,1,1
3739051,2,0
1260916,2,1
13067,1,1
6572,8,3
42063845,8,8
119116,8,0
32854499,2,2
630879,5,4
10194224,1,0
68890,1,1
60080,5,1
22892122,4,1
11094530,9,6
160198,9,7
12612,2,1
279033,5,5
16106444,1,0
870808,6,5
1027539,4,0
8038053,2,0
1244278,6,2
480204,3,1
22007080,1,0
224517,5,5
44086,9,0
63339,1,1
359675,5,2
17877452,8,3
